Movement direction;Set robot speed along X axis;Set robot speed along Y axis;Set rotational robot velocity;1st motor set speed;2st motor set speed;3st motor set speed;1st motor position;2nd motor position;3rd motor position;1st motor velocity;2nd motor velocity;3rd motor velocity;1st motor current;2nd motor current;3rd motor current;X axis current;Y axis curent;Rotational current;X axis global position;Y axis global position;Angle;Delta X axis local position;Delta Y axis local position;Delta angle;Robot speed along X axis;Robot speed along Y axis;Robot rotational velocity;Wheel 1 velocity;Wheel 1 effective velocity;Wheel 1 slippage;Motor 1 voltage;Motor 1 torque;Wheel 2 velocity;Wheel 2 effective velocity;Wheel 2 slippage;Motor 2 voltage;Motor 2 torque;Wheel 3 velocity;Wheel 3 effective velocity;Wheel 3 slippage;Motor 3 voltage;Motor 3 torque;
degree;m/s;m/s;rad/s;rad/s;rad/s;rad/s;ticks;ticks;ticks;rad/s;rad/s;rad/s;A;A;A;A;A;A;pix;pix;deg;mm;mm;deg;mm/s;mm/s;deg/s;rpm;rpm;none;V;Nm;rpm;rpm;none;V;Nm;rpm;rpm;none;V;Nm;
movedir;xsetspeed;ysetspeed;setvel;m1setvel;m2setvel;m3setvel;m1pos;m2pos;m3pos;m1vel;m2vel;m3vel;m1cur;m2cur;m3cur;xcur;ycur;rotcur;xpos;ypos;ang;dx;dy;dang;vx;vy;omega;w1vel;w1effvel;w1slip;m1vol;m1tor;w2vel;w2effvel;w2slip;m2vol;m2tor;w3vel;w3effvel;w3slip;m3vol;m3tor
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;33940;-45615;5800;28.2743;-36.7566;2.82743;0.384615;0.102564;0.153846;-0.133154;0.247718;0.213675;735.008;776.28;256.759;-0.433165;1.84095;-0.185273;-13.5279512804499;57.493753903811;0;1.76714375;1.01156066080678;0.427573076153661;3.4688865315;0.0471872263261291;-2.2972875;-1.43734389312194;0.374329989989525;-2.3887974204;-0.00666559525706691;0.176714375;0.425783182380885;0;0.9625918836;0.0523765083218066
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;36461;-48975;6166;25.4469;-36.7566;5.65487;0.205128;0.153846;0.128205;-0.0443846;0.213615;0.162393;732.77;761.96;256.35;-0.669486;2.75671;0.190276;-21.4923274478327;88.4979133226309;0;1.59043125;1.57154643940543;0.0118740188200961;2.3694732108;0.01910037375024;-2.2972875;-2.21244770719423;0.0369304202481282;-2.6624433006;-0.0111437470284005;0.353429375;0.640901367657338;0;0.9674236875;0.0219330513090376
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;37489;-50378;6340;25.4469;-36.7566;5.65487;0.410256;0.205128;0.102564;-0.177538;0.30759;0.239316;731.875;755.695;255.579;-0.706489;2.74746;1.13687e-13;-22.0295915185527;85.6707202993435;0;1.59043125;1.54783864648641;0.0267805373628006;3.4640567316;0.05584766940096;-2.2972875;-2.14176814423282;0.0676969494532901;-2.9360891808;-0.0163854682282676;0.353429375;0.593929397877874;0;0.8306007474;0.0150648441177841
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;37636;-50574;6368;22.6195;-33.9292;5.65487;0.230769;0.230769;0.025641;-0.118359;0.239308;0.162393;731.875;754.8;255.379;-0.477386;1.82998;-0.200101;-15.3204749679076;58.7284980744547;0;1.41371875;1.06580425878465;0.246098802336282;2.3646434109;0.0241246002471311;-2.120575;-1.46821246015899;0.307634740502461;-2.9312593809;-0.0199369214738606;0.353429375;0.40240820137434;0;0.4201319271;0.0019050133323615
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;38231;-51379;6467;25.4469;-33.9292;2.82743;0.153846;0.0512821;0.230769;0.0443846;0.162282;0.145299;731.875;752.115;255.379;-0.477386;1.82998;0;-14.8996878901373;57.1154806491886;0;1.59043125;1.03653119155667;0.348270356510747;2.0958273306;0.01267088138451;-2.120575;-1.42788704138058;0.326651006740822;-1.97349933381;-0.00298283455508464;0.176714375;0.39135582485678;0;1.3730607039;0.112066380274065
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;38517;-51782;6512;22.6195;-31.1018;2.82743;0.358974;0.230769;0.153846;-0.118359;0.324692;0.247863;731.875;751.22;256.159;-0.452425;1.83631;0.780178;-15.1211564171123;61.3739973262031;0;1.41371875;1.09455761012591;0.225759996374164;3.0487581114;0.0483841329066382;-1.9438625;-1.53434990201273;0.210669529345452;-2.7896066409;-0.0206983111882223;0.176714375;0.439792291886813;0;0.9625918836;0.0523765083218066
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;39420;-52960;6671;25.4469;-36.7566;5.65487;0.358974;0.282051;0.153846;-0.118359;0.358897;0.264957;730.98;746.298;256.35;-0.446324;1.8378;0.970455;-14.1018641390203;58.0663507108995;0;1.59043125;1.03114368325046;0.351657807748393;3.1904108514;0.04500644656011;-2.2972875;-1.45165875016577;0.368098790349155;-3.3465580011;-0.0256797427065685;0.353429375;0.420515066915302;0;1.1042466276;0.0300420569650142
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;40459;-54343;6846;25.4469;-36.7566;5.65487;0.282051;0.25641;0.102564;-0.103564;0.299103;0.213675;730.533;740.033;254.604;-0.502085;1.82336;-0.209712;-16.4726049868769;59.8215223097121;0;1.59043125;1.10441133944872;0.305590015633358;2.7799420311;0.0308126109590475;-2.2972875;-1.49553809083986;0.348998290009474;-3.209735061;-0.0223907588566682;0.353429375;0.391126676489736;0;0.8306007474;0.0150648441177841
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;41947;-56327;7094;25.4469;-36.7566;2.82743;0.282051;0.384615;0.179487;-0.0591795;0.410231;0.282051;730.085;733.32;255.379;-0.477386;1.82998;0.990115;-15.8916777629827;60.9181091877497;0;1.59043125;1.10554125212021;0.304879571424283;2.7799420311;0.0308126109590475;-2.2972875;-1.52295270439065;0.337064819100504;-3.8938497615;-0.0407446016775034;0.176714375;0.417411452270437;0;1.0994148237;0.0697915309880145
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;42553;-57128;7189;28.2743;-36.7566;2.82743;0.282051;0.102564;0.25641;-0.0147949;0.247718;0.213675;729.638;730.188;254.604;-0.753127;2.73504;0;-25.1629468760439;91.3812228533235;0;1.76714375;1.68705908760631;0.0453187027901301;2.9215947711;0.0291444430731628;-2.2972875;-2.28453062289205;0.00555301724662305;-2.3887974204;-0.00666559525706691;0.176714375;0.597471535285734;0;1.509883644;0.136926206893907
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;42992;-57723;7252;28.2743;-36.7566;2.82743;0.25641;0.358974;0.179487;-0.0443846;0.38459;0.264957;729.638;727.503;254.604;-0.753127;2.73504;-0.974776;-24.555820019563;89.1763938702313;0;1.76714375;1.64635396863548;0.0683531157918057;2.784771831;0.0252541475893907;-2.2972875;-2.22940977965111;0.0295468983959969;-3.7570268214;-0.0366920483990697;0.176714375;0.583055811015622;0;1.0994148237;0.0697915309880145
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;43133;-57916;7275;22.6195;-36.7566;5.65487;0.435897;0.282051;0.205128;-0.133154;0.40159;0.307692;729.638;726.607;255.379;-0.477386;1.82998;0.774675;-15.6571334863891;60.019022630371;0;1.41371875;1.08922463004303;0.229532302628773;3.4592269317;0.0666622446051962;-2.2972875;-1.50047559150087;0.346849015849837;-3.3465580011;-0.0256797427065685;0.353429375;0.411250911523568;0;1.3778925078;0.0499824636711363
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;45201;-60696;7619;25.4469;-36.7566;5.65487;0.25641;0.358974;0.0512821;-0.118359;0.341897;0.222222;728.743;716.763;255.379;-0.477386;1.82998;0.774675;-15.9447561790244;61.1215764863049;0;1.59043125;1.10923379155064;0.302557849293621;2.643119091;0.02663279873475;-2.2972875;-1.52803940865173;0.334850597214441;-3.7570268214;-0.0366920483990697;0.353429375;0.418805617101094;0;0.55695540081;0.00505083981769316
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;46675;-62672;7882;25.4469;-36.7566;2.82743;0.230769;0.384615;0.0512821;-0.103564;0.350462;0.222222;727.847;707.812;254.604;-0.753127;2.73504;-0.209712;-23.4619003115262;85.203738317756;0;1.59043125;1.57301171063719;0.0109527144683603;2.5062961509;0.0227287196651475;-2.2972875;-2.13009331206711;0.0727789568928102;-3.8938497615;-0.0407446016775034;0.176714375;0.557081651364186;0;0.41530065681;0.0075324552022848
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;47258;-63466;7976;25.4469;-36.7566;2.82743;0.282051;0.410256;0.128205;-0.0887692;0.410256;0.273504;727.847;705.128;254.604;-0.502085;1.82336;0.993991;-15.6705680399501;56.9088639200999;0;1.59043125;1.05063852177255;0.339400227597044;2.7799420311;0.0308126109590475;-2.2972875;-1.42272154084075;0.38069504106876;-4.0306727016;-0.0449880473130706;0.176714375;0.372083019068203;0;0.8257689435;0.0374430869734768
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;48434;-65049;8186;28.2743;-33.9292;5.65487;0.230769;0.410256;0.0769231;-0.0887692;0.376103;0.239316;727.847;699.31;254.604;0.432375;2.08067;0.549847;14.3981018981016;69.2863802863788;0;1.76714375;0.554351644930746;0.686300763630154;2.6479488909;0.0216120122374065;-2.120575;-1.73215952092972;0.183165169385792;-3.8890199616;-0.04702420845072;0.353429375;1.17780772619617;0;0.69377834091;0.00943745491861953
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;49159;-66015;8311;25.4469;-33.9292;2.82743;0.435897;0.282051;0.128205;-0.177538;0.375974;0.282051;727.4;695.283;253.836;-0.526509;1.81646;-0.219103;-17.1781076672106;59.264600326265;0;1.59043125;1.1127243967914;0.300363095360832;3.6008796717;0.0616818805534275;-2.120575;-1.4816150180819;0.301314493436026;-3.2049052611;-0.0266421469942856;0.176714375;0.368890521421957;0;0.8257689435;0.0374430869734768
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;49592;-66619;8400;25.4469;-33.9292;5.65487;0.564103;0.179487;0.025641;-0.310692;0.316103;0.25641;727.4;692.598;253.61;-0.53364;1.81438;-0.444144;-17.3035019455252;58.8320363164718;0;1.59043125;1.11003224053495;0.302055816285706;4.2849997083;0.0949892203156831;-2.120575;-1.47080085300147;0.306414131543817;-2.6576135007;-0.0140588954175206;0.353429375;0.36076863743365;0;0.4201319271;0.0019050133323615
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;50933;-68405;8618;25.4469;-33.9292;5.65487;0.179487;0.282051;0.0512821;-0.0739744;0.264974;0.17094;726.952;686.78;254.604;-0.502085;1.82336;0.76895;-16.8371898054993;61.145539906102;0;1.59043125;1.12885506364547;0.290220772733514;2.2326502707;0.0157477609900275;-2.120575;-1.52863842015992;0.279139657800401;-3.2049052611;-0.0266421469942856;0.353429375;0.399783356514444;0;0.55695540081;0.00505083981769316
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;51381;-68996;8692;28.2743;-36.7566;2.82743;0.384615;0.128205;0.230769;-0.0887692;0.290436;0.247863;726.505;684.095;254.604;-0.502085;1.82336;0.993991;-16.1338367609255;58.591259640103;0;1.76714375;1.08169853680247;0.38788310979089;3.4688865315;0.0471872263261291;-2.2972875;-1.46478147643713;0.362386520434586;-2.5256203605;-0.00880922496416705;0.176714375;0.383082914667531;0;1.3730607039;0.112066380274065
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;52868;-70961;8934;25.4469;-36.7566;5.65487;0.538462;0.410256;0.25641;-0.162744;0.538333;0.401709;725.61;675.592;253.836;-0.526509;1.81646;0.99742;-16.4277379095163;56.675819032761;0;1.59043125;1.06411867755172;0.330924441058539;4.1481767682;0.0877763326361368;-2.2972875;-1.41689550977155;0.383231088937909;-4.0306727016;-0.0449880473130706;0.353429375;0.352776782285566;0;1.651538388;0.0748860642361505
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;54185;-72714;9183;25.4469;-39.5841;2.82743;0.307692;0.358974;0.102564;-0.118359;0.376051;0.25641;725.61;670.223;253.61;-0.53364;1.81438;0.772378;-16.6710402999062;56.6816619806307;0;1.59043125;1.06945934751225;0.32756643991229;2.9167649712;0.03526815633804;-2.47400625;-1.41704161744686;0.42722795569055;-3.8986845714;-0.0353557715176989;0.176714375;0.347582195033204;0;0.6889460034;0.0249912669430252
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;54922;-73701;9308;25.4469;-33.9292;5.65487;0.230769;0.410256;0.179487;-0.0295897;0.410256;0.273504;724.715;664.405;253.072;-0.550652;1.80929;1.00041;-17.1917577271305;56.48735560412;0;1.59043125;1.07830440457219;0.322005019347937;2.5062961509;0.0227287196651475;-2.120575;-1.41218381188147;0.334056181987682;-3.8890199616;-0.04702420845072;0.353429375;0.333879457243555;0;1.2410695677;0.0393918610857137
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;56417;-75684;9544;25.4469;-36.7566;5.65487;0.153846;0.384615;0.179487;0.0147949;0.367538;0.239316;724.267;657.692;252.838;-0.558049;1.80702;0.766001;-17.8290415335462;57.7322683706067;0;1.59043125;1.10766345861387;0.303545212272539;2.0958273306;0.01267088138451;-2.2972875;-1.44330674409214;0.371734384968298;-3.8938497615;-0.0407446016775034;0.353429375;0.335643285478271;0;1.2410695677;0.0393918610857137
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;57007;-76462;9652;25.4469;-36.7566;5.65487;0.282051;0.333333;0.179487;-0.0591795;0.376026;0.264957;723.82;654.56;252.838;-0.558049;1.80702;0.766001;-18.7453476654347;60.6993617735967;0;1.59043125;1.16459072402221;0.2677516088657;2.7799420311;0.0308126109590475;-2.2972875;-1.51748400296071;0.339445322816272;-3.6202038813;-0.0328303874777692;0.353429375;0.352893303905636;0;1.2410695677;0.0393918610857137
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;57742;-77463;9796;25.4469;-33.9292;5.65487;0.282051;0.358974;0.153846;-0.0739744;0.38459;0.264957;723.372;650.533;252.072;-0.582157;1.7994;-0.243528;-19.4571189839572;60.1403743315507;0;1.59043125;1.17301363675986;0.262455615884144;2.7799420311;0.0308126109590475;-2.120575;-1.50350929816712;0.290989803158522;-3.6153740814;-0.0382509842700825;0.353429375;0.330495686374392;0;1.1042466276;0.0300420569650142
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;58764;-78835;9978;25.4469;-33.9292;5.65487;0.230769;0.153846;0.179487;-0.0295897;0.239231;0.188034;723.372;645.162;252.072;-0.582157;1.7994;-8.52651e-14;-18.1980931541103;56.2488277586734;0;1.59043125;1.09711064950492;0.310180399495472;2.5062961509;0.0227287196651475;-2.120575;-1.40622076117419;0.336868179067381;-2.5207905606;-0.0114300821883825;0.353429375;0.309110086702136;0;1.2410695677;0.0393918610857137
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;62313;-83582;10606;25.4469;-33.9292;2.82743;0.384615;0.282051;0.102564;-0.162744;0.350359;0.25641;722.03;626.368;251.313;-0.605956;1.79152;0.752683;-18.9242973141789;55.9500312304818;0;1.59043125;1.10909846967775;0.302642934312473;3.3272337915;0.0502891914031875;-2.120575;-1.3987507940536;0.340390793037927;-3.2049052611;-0.0266421469942856;0.176714375;0.289652324375852;0;0.6889460034;0.0249912669430252
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;62617;-83973;10658;28.2743;-36.7566;2.82743;0.282051;0.410256;0.128205;-0.0887692;0.410256;0.273504;722.03;625.025;251.313;-0.908933;2.68728;5.68434e-14;-28.3775522947231;83.8988448329674;0;1.76714375;1.66312758915573;0.0588611768817757;2.9215947711;0.0291444430731628;-2.2972875;-2.09747105345224;0.0869792947324891;-4.0306727016;-0.0449880473130706;0.176714375;0.434343514230782;0;0.8257689435;0.0374430869734768
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;63514;-85134;10804;25.4469;-31.1018;2.82743;0.25641;0.128205;0.0512821;-0.118359;0.187974;0.145299;722.03;620.997;251.313;-0.605956;1.79152;1.02063;-20.2255006675567;59.7970627503337;0;1.59043125;1.18535818736071;0.254693852776909;2.643119091;0.02663279873475;-1.9438625;-1.49492659576407;0.230950442346583;-2.2423148805;-0.0092430656506859;0.176714375;0.309568358469089;0;0.41530065681;0.0075324552022848
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;64120;-85938;10912;25.4469;-36.7566;5.65487;0.205128;0.128205;0.153846;-0.0295897;0.205051;0.162393;722.03;618.312;251.053;-0.614053;1.78876;0.761474;-20.4684333333333;59.6253333333333;0;1.59043125;1.18847118964841;0.252736520583073;2.3694732108;0.01910037375024;-2.2972875;-1.49063324719172;0.351133348702885;-2.5256203605;-0.00880922496416705;0.353429375;0.302162057543309;0;1.1042466276;0.0300420569650142
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;64867;-86938;11042;28.2743;-36.7566;5.65487;0.230769;0.333333;0.128205;-0.0591795;0.341872;0.230769;722.03;613.39;250.56;-0.944156;2.67511;0;-29.821730890714;84.4949463044856;0;1.76714375;1.70184622297995;0.0369508858688198;2.6479488909;0.0216120122374065;-2.2972875;-2.11237363685913;0.0804922601724295;-3.6202038813;-0.0328303874777692;0.353429375;0.410527438846313;0;0.9674236875;0.0219330513090376
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;66643;-89323;11392;25.4469;-36.7566;5.65487;0.282051;0.435897;0.153846;-0.0739744;0.435897;0.290598;722.03;604.888;250.292;-0.637771;1.78044;-0.267944;-20.1062736443877;56.1298865069336;0;1.59043125;1.13693722492164;0.285139030736699;2.7799420311;0.0308126109590475;-2.2972875;-1.40324717536955;0.389172153955678;-4.1674956417;-0.0494223853057711;0.353429375;0.266310000382173;0;1.1042466276;0.0300420569650142
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;68584;-91898;11682;25.4469;-33.9292;2.82743;0.333333;0.230769;0.25641;-0.0443846;0.350308;0.273504;721.582;593.7;250.292;0.274695;2.1073;0.754293;8.52560521415239;65.4034761017978;0;1.59043125;0.632958622864231;0.60202075829167;3.0535879113;0.0399994348717275;-2.120575;-1.63508679985363;0.228941772937231;-2.9312593809;-0.0199369214738606;0.176714375;1.0021281769894;0;1.509883644;0.136926206893907
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;70191;-94089;12000;31.1018;-36.7566;5.65487;0.282051;0.25641;0.128205;-0.0887692;0.307641;0.222222;721.582;586.54;250.56;-0.944156;2.67511;1.02224;-31.4928619079391;89.2298198799213;0;1.9438625;1.79721328924639;0.0754421728664505;3.0632525211;0.0277795316293197;-2.2972875;-2.23074542151681;0.0289654988690758;-3.209735061;-0.0223907588566682;0.353429375;0.43353228207323;0;0.9674236875;0.0219330513090376
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;72131;-96669;12332;28.2743;-33.9292;5.65487;0.282051;0.179487;0.0512821;-0.133154;0.230718;0.17094;721.582;574.905;249.538;-0.991731;2.65784;0;-31.0498121477766;83.2135253600488;0;1.76714375;1.7124171082948;0.0309689812756866;2.9215947711;0.0291444430731628;-2.120575;-2.08033800605338;0.0189745677217851;-2.6576135007;-0.0140588954175206;0.353429375;0.367920897758572;0;0.55695540081;0.00505083981769316
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;74205;-99446;12694;28.2743;-36.7566;5.65487;0.179487;0.230769;0.25641;0.0443846;0.299077;0.222222;721.582;565.06;249.538;-0.661154;1.77189;0.746955;-21.0894417862836;56.5196172248797;0;1.76714375;1.16309499288548;0.341822082733516;2.3743030107;0.0150722219288015;-2.2972875;-1.41299045008614;0.384930945697418;-3.0729121209;-0.0192926673639012;0.353429375;0.249895432233524;0;1.651538388;0.0748860642361505
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;74648;-100044;12765;22.6195;-33.9292;2.82743;0.25641;0.358974;0.0512821;-0.118359;0.341897;0.222222;721.582;562.375;248.499;-0.69318;1.75961;-0.292208;-22.2386910490856;56.452037215271;0;1.41371875;1.18713225212086;0.160276927698058;2.501466351;0.0283561080952236;-2.120575;-1.41130097398011;0.334472502043026;-3.6153740814;-0.0382509842700825;0.176714375;0.224168671924978;0;0.41530065681;0.0075324552022848
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;75238;-100834;12871;25.4469;-36.7566;5.65487;0.358974;0.307692;0.128205;-0.133154;0.367462;0.264957;721.582;559.69;248.499;-0.69318;1.75961;-0.292208;-21.6280811232454;54.9020280811245;0;1.59043125;1.15453705788057;0.274072954816143;3.1904108514;0.04500644656011;-2.2972875;-1.37255068182843;0.402534214011775;-3.4833809412;-0.0291596189136022;0.353429375;0.218013673882127;0;0.9674236875;0.0219330513090376
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;76869;-103013;13152;22.6195;-31.1018;2.82743;0.282051;0.461538;0.0769231;-0.118359;0.427385;0.273504;721.582;550.74;248.499;-0.69318;1.75961;-0.292208;-22.66034651847;57.5223929388686;0;1.41371875;1.20964082360102;0.144355393460672;2.6382892911;0.0328978152852205;-1.9438625;-1.43805985069149;0.260204952412275;-4.0210131018;-0.0596701909528892;0.176714375;0.228419002123338;0;0.55212359691;0.015021082275235
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;77446;-103797;13260;25.4469;-36.7566;2.82743;0.564103;0.384615;0.0512821;-0.295897;0.461462;0.333333;722.03;548.055;248.051;0.192094;2.11643;-0.739473;6.25713355048882;68.9390879478852;0;1.59043125;0.726267648174526;0.543351749297855;4.2849997083;0.0949892203156831;-2.2972875;-1.72347714972288;0.249777335347502;-3.8938497615;-0.0407446016775034;0.176714375;0.997209451614079;0;0.41530065681;0.0075324552022848
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;78940;-105768;13521;28.2743;-33.9292;5.65487;0.358974;0.333333;0.179487;-0.103564;0.401641;0.290598;722.477;539.553;248.791;-0.684197;1.76312;1.0398;-21.9293910256405;56.5102564102551;0;1.76714375;1.18116350890675;0.331597381986186;3.3320635914;0.0423042903152058;-2.120575;-1.41275645809487;0.333786139092055;-3.4785511413;-0.0341745719787956;0.353429375;0.231592949188116;0;1.2410695677;0.0393918610857137
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;79967;-107132;13711;25.4469;-33.9292;5.65487;0.410256;0.025641;0.128205;-0.162744;0.19641;0.188034;722.477;535.077;247.751;-0.71608;1.75042;-0.300325;-23.8772924308104;58.3667889296436;0;1.59043125;1.24654344787792;0.216222991168011;3.4640567316;0.05584766940096;-2.120575;-1.45916976325666;0.311899006987889;-1.8366758601;-0.00138801403301063;0.353429375;0.212626340345871;0;0.9674236875;0.0219330513090376
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;80695;-108135;13861;25.4469;-36.7566;5.65487;0.435897;0.230769;0.128205;-0.177538;0.341769;0.264957;722.925;531.05;247.751;-0.71608;1.75042;-0.300325;-23.7112582781451;57.9609271523165;0;1.59043125;1.23787535787242;0.221673141877451;3.6008796717;0.0616818805534275;-2.2972875;-1.44902311950346;0.369246069765558;-3.0729121209;-0.0192926673639012;0.353429375;0.211147786598172;0;0.9674236875;0.0219330513090376
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;81417;-109144;14007;25.4469;-33.9292;5.65487;0.410256;0.0769231;0.128205;-0.162744;0.230615;0.205128;722.925;526.575;248.051;-0.706895;1.75415;1.04002;-21.9532608695647;54.4767080745329;0;1.59043125;1.15626088876466;0.272989078424696;3.4640567316;0.05584766940096;-2.120575;-1.36191767828115;0.357760193211206;-2.11032227391;-0.00478444912665805;0.353429375;0.20565681448362;0;0.9674236875;0.0219330513090376
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;83912;-112500;14455;25.4469;-36.7566;5.65487;0.333333;0.128205;0.205128;-0.0739744;0.264821;0.222222;723.372;513.597;247.319;0.165045;2.11871;1.03984;5.32403225806452;68.3454838709677;0;1.59043125;0.739049822721497;0.535314825635187;3.0535879113;0.0399994348717275;-2.2972875;-1.70863708402257;0.256237156201576;-2.5256203605;-0.00880922496416705;0.353429375;0.969587211366804;0;1.3778925078;0.0499824636711363
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;84364;-113082;14526;25.4469;-36.7566;5.65487;0.205128;0.435897;0.153846;-0.0295897;0.410282;0.264957;723.372;510.913;247.011;0.522956;1.24905;-0.308157;17.4318666666667;41.635;0;1.59043125;0.143026468663467;0.910070637342251;2.3694732108;0.01910037375024;-2.2972875;-1.04087497374215;0.546911314434021;-4.1674956417;-0.0494223853057711;0.353429375;0.897848442660849;0;1.1042466276;0.0300420569650142
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;86111;-115445;14849;28.2743;-33.9292;2.82743;0.230769;0.333333;0.179487;-0.0295897;0.358949;0.247863;723.82;502.41;247.751;0.539038;1.24219;1.15567;17.6156209150325;40.594444444444;0;1.76714375;0.126041164287267;0.928675205801867;2.6479488909;0.0216120122374065;-2.120575;-1.01486111634572;0.521421729320718;-3.4785511413;-0.0341745719787956;0.176714375;0.888819927091317;0;1.0994148237;0.0697915309880145
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;87149;-116837;15016;25.4469;-36.7566;5.65487;0.25641;0.25641;0.230769;-0.0147949;0.333256;0.247863;723.82;496.592;247.011;-0.738617;1.74103;0.731679;-23.8263548387097;56.1622580645161;0;1.59043125;1.21788397296509;0.234242930673622;2.643119091;0.02663279873475;-2.2972875;-1.40405641015628;0.388819897310946;-3.209735061;-0.0223907588566682;0.353429375;0.186172512092598;0;1.5147154479;0.0618138647212818
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;87901;-117803;15128;25.4469;-33.9292;2.82743;0.333333;0.307692;0.179487;-0.0887692;0.376;0.273504;723.82;492.118;247.011;0.522956;1.24905;1.45524;17.1460983606557;40.9524590163934;0;1.59043125;0.140681780027869;0.911544884428127;3.0535879113;0.0399994348717275;-2.120575;-1.02381143484774;0.517201025737008;-3.3417282012;-0.03030495955353;0.176714375;0.883129617369172;0;1.0994148237;0.0697915309880145
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;88644;-118797;15238;28.2743;-33.9292;2.82743;0.358974;0.410256;0.205128;-0.0887692;0.461487;0.324786;723.82;487.643;246.595;-0.751238;1.73562;0.315706;-24.7117763157883;57.092763157892;0;1.76714375;1.24868522860559;0.293387859020756;3.3320635914;0.0423042903152058;-2.120575;-1.42731908898861;0.326918836170091;-3.8890199616;-0.04702420845072;0.176714375;0.178633860383019;0;1.2362377638;0.0896881549721006
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;89691;-120211;15430;22.6195;-33.9292;5.65487;0.435897;0.230769;0.230769;-0.118359;0.375923;0.299145;724.267;481.825;246.28;-0.76079;1.73145;0.723559;-24.1520634920635;54.9666666666667;0;1.41371875;1.2099908628368;0.144107791711189;3.4592269317;0.0666622446051962;-2.120575;-1.37416665468837;0.351983940823422;-2.9312593809;-0.0199369214738606;0.353429375;0.164175829302277;0;1.5147154479;0.0618138647212818
110;-0.034202;0.0939693;0;30.6418;-37.5877;6.94593;90435;-121211;15547;25.4469;-36.7566;5.65487;0.230769;0.307692;0.153846;-0.0443846;0.333308;0.230769;724.267;479.14;246.28;-0.76079;1.73145;1.05474;-23.7746875;54.1078125;0;1.59043125;1.19108474936319;0.251093218041843;2.5062961509;0.0227287196651475;-2.2972875;-1.35269531787377;0.411177174004659;-3.4833809412;-0.0291596189136022;0.353429375;0.161610568510582;0;1.1042466276;0.0300420569650142
